time_s,motor,sg,threshold,window_avg,window_n,vel_mms,pos_x,pos_y,pos_z,state
87.134,stepper_y,,20,,0,0.0,0.0,0.0,0.0,V
87.134,stepper_y1,,20,,0,0.0,0.0,0.0,0.0,V
87.154,stepper_x,,20,,0,0.0,0.0,0.0,0.0,V
87.154,stepper_y,,20,,0,0.0,0.0,0.0,0.0,V
87.154,stepper_y1,,20,,0,0.0,0.0,0.0,0.0,V
87.175,stepper_x,,20,,0,0.0,0.0,0.0,0.0,V
87.175,stepper_y,,20,,0,0.0,0.0,0.0,0.0,V
87.175,stepper_y1,,20,,0,0.0,0.0,0.0,0.0,V
87.195,stepper_x,,20,,0,0.0,0.0,0.0,0.0,V
87.195,stepper_y,,20,,0,0.0,0.0,0.0,0.0,V
87.195,stepper_y1,,20,,0,0.0,0.0,0.0,0.0,V
87.215,stepper_x,,20,,0,0.0,0.0,0.0,0.0,V
87.215,stepper_y,,20,,0,0.0,0.0,0.0,0.0,V
87.215,stepper_y1,,20,,0,0.0,0.0,0.0,0.0,V
87.235,stepper_x,,20,,0,0.0,0.0,0.0,0.0,V
87.235,stepper_y,,20,,0,0.0,0.0,0.0,0.0,V
87.235,stepper_y1,,20,,0,0.0,0.0,0.0,0.0,V
87.256,stepper_x,,20,,0,0.0,0.0,0.0,0.0,V
87.256,stepper_y,,20,,0,0.0,0.0,0.0,0.0,V
87.256,stepper_y1,,20,,0,0.0,0.0,0.0,0.0,V
87.277,stepper_x,,20,,0,0.0,0.0,0.0,0.0,V
87.277,stepper_y,,20,,0,0.0,0.0,0.0,0.0,V
87.277,stepper_y1,,20,,0,0.0,0.0,0.0,0.0,V
87.297,stepper_x,,20,,0,0.0,0.0,0.0,0.0,V
87.297,stepper_y,,20,,0,0.0,0.0,0.0,0.0,V
87.297,stepper_y1,,20,,0,0.0,0.0,0.0,0.0,V
87.317,stepper_x,,20,,0,0.0,0.0,0.0,0.0,V
87.317,stepper_y,,20,,0,0.0,0.0,0.0,0.0,V
87.317,stepper_y1,,20,,0,0.0,0.0,0.0,0.0,V
87.337,stepper_x,,20,,0,0.0,0.0,0.0,0.0,V
87.337,stepper_y,,20,,0,0.0,0.0,0.0,0.0,V
87.337,stepper_y1,,20,,0,0.0,0.0,0.0,0.0,V
87.358,stepper_x,,20,,0,0.0,0.0,0.0,0.0,V
87.358,stepper_y,,20,,0,0.0,0.0,0.0,0.0,V
87.358,stepper_y1,,20,,0,0.0,0.0,0.0,0.0,V
87.378,stepper_x,,20,,0,0.0,0.0,0.0,0.0,V
87.378,stepper_y,,20,,0,0.0,0.0,0.0,0.0,V
87.378,stepper_y1,,20,,0,0.0,0.0,0.0,0.0,V
87.398,stepper_x,,20,,0,0.0,0.0,0.0,0.0,V
87.398,stepper_y,,20,,0,0.0,0.0,0.0,0.0,V
87.398,stepper_y1,,20,,0,0.0,0.0,0.0,0.0,V
87.418,stepper_x,,20,,0,0.0,0.0,0.0,0.0,V
87.418,stepper_y,,20,,0,0.0,0.0,0.0,0.0,V
87.418,stepper_y1,,20,,0,0.0,0.0,0.0,0.0,V
87.438,stepper_x,,20,,0,0.0,0.0,0.0,0.0,V
87.438,stepper_y,,20,,0,0.0,0.0,0.0,0.0,V
87.438,stepper_y1,,20,,0,0.0,0.0,0.0,0.0,V
87.459,stepper_x,,20,,0,0.0,0.0,0.0,0.0,V
87.459,stepper_y,,20,,0,0.0,0.0,0.0,0.0,V
87.459,stepper_y1,,20,,0,0.0,0.0,0.0,0.0,V
87.479,stepper_x,,20,,0,0.0,0.0,0.0,0.0,V
87.479,stepper_y,,20,,0,0.0,0.0,0.0,0.0,V
87.479,stepper_y1,,20,,0,0.0,0.0,0.0,0.0,V
87.499,stepper_x,,20,,0,0.0,0.0,0.0,0.0,V
87.499,stepper_y,,20,,0,0.0,0.0,0.0,0.0,V
87.499,stepper_y1,,20,,0,0.0,0.0,0.0,0.0,V
87.521,stepper_x,,20,,0,0.0,0.0,0.0,0.0,V
87.521,stepper_y,,20,,0,0.0,0.0,0.0,0.0,V
87.521,stepper_y1,,20,,0,0.0,0.0,0.0,0.0,V
87.541,stepper_x,,20,,0,0.0,0.0,0.0,0.0,V
87.541,stepper_y,,20,,0,0.0,0.0,0.0,0.0,V
87.541,stepper_y1,,20,,0,0.0,0.0,0.0,0.0,V
87.561,stepper_x,,20,,0,0.0,0.0,0.0,0.0,V
87.561,stepper_y,,20,,0,0.0,0.0,0.0,0.0,V
87.561,stepper_y1,,20,,0,0.0,0.0,0.0,0.0,V
87.581,stepper_x,,20,,0,0.0,0.0,0.0,0.0,V
87.581,stepper_y,,20,,0,0.0,0.0,0.0,0.0,V
87.581,stepper_y1,,20,,0,0.0,0.0,0.0,0.0,V
87.601,stepper_x,,20,,0,0.0,0.0,0.0,0.0,V
87.601,stepper_y,,20,,0,0.0,0.0,0.0,0.0,V
87.601,stepper_y1,,20,,0,0.0,0.0,0.0,0.0,V
87.622,stepper_x,,20,,0,0.0,0.0,0.0,0.0,V
87.622,stepper_y,,20,,0,0.0,0.0,0.0,0.0,V
87.622,stepper_y1,,20,,0,0.0,0.0,0.0,0.0,V
87.642,stepper_x,,20,,0,0.0,0.0,0.0,0.0,V
87.642,stepper_y,,20,,0,0.0,0.0,0.0,0.0,V
87.642,stepper_y1,,20,,0,0.0,0.0,0.0,0.0,V
87.662,stepper_x,,20,,0,0.0,0.0,0.0,0.0,V
87.662,stepper_y,,20,,0,0.0,0.0,0.0,0.0,V
87.662,stepper_y1,,20,,0,0.0,0.0,0.0,0.0,V
87.682,stepper_x,,20,,0,0.0,0.0,0.0,0.0,V
87.682,stepper_y,,20,,0,0.0,0.0,0.0,0.0,V
87.682,stepper_y1,,20,,0,0.0,0.0,0.0,0.0,V
87.702,stepper_x,,20,,0,0.0,0.0,0.0,0.0,V
87.702,stepper_y,,20,,0,0.0,0.0,0.0,0.0,V
87.702,stepper_y1,,20,,0,0.0,0.0,0.0,0.0,V
87.722,stepper_x,,20,,0,0.0,0.0,0.0,0.0,V
87.722,stepper_y,,20,,0,0.0,0.0,0.0,0.0,V
87.722,stepper_y1,,20,,0,0.0,0.0,0.0,0.0,V
87.743,stepper_x,,20,,0,0.0,0.0,0.0,0.0,V
87.743,stepper_y,,20,,0,0.0,0.0,0.0,0.0,V
87.743,stepper_y1,,20,,0,0.0,0.0,0.0,0.0,V
87.763,stepper_x,,20,,0,0.0,0.0,0.0,0.0,V
87.763,stepper_y,,20,,0,0.0,0.0,0.0,0.0,V
87.763,stepper_y1,,20,,0,0.0,0.0,0.0,0.0,V
87.784,stepper_x,,20,,0,0.0,0.0,0.0,0.0,V
87.784,stepper_y,,20,,0,0.0,0.0,0.0,0.0,V
87.784,stepper_y1,,20,,0,0.0,0.0,0.0,0.0,V
87.804,stepper_x,,20,,0,0.0,0.0,0.0,0.0,V
87.804,stepper_y,,20,,0,0.0,0.0,0.0,0.0,V
87.804,stepper_y1,,20,,0,0.0,0.0,0.0,0.0,V
87.824,stepper_x,,20,,0,0.0,0.0,0.0,0.0,V
87.824,stepper_y,,20,,0,0.0,0.0,0.0,0.0,V
87.824,stepper_y1,,20,,0,0.0,0.0,0.0,0.0,V
87.845,stepper_x,,20,,0,0.0,0.0,0.0,0.0,V
87.845,stepper_y,,20,,0,0.0,0.0,0.0,0.0,V
87.845,stepper_y1,,20,,0,0.0,0.0,0.0,0.0,V
87.865,stepper_x,,20,,0,0.0,0.0,0.0,0.0,V
87.865,stepper_y,,20,,0,0.0,0.0,0.0,0.0,V
87.865,stepper_y1,,20,,0,0.0,0.0,0.0,0.0,V
87.885,stepper_x,,20,,0,0.0,0.0,0.0,0.0,V
87.885,stepper_y,,20,,0,0.0,0.0,0.0,0.0,V
87.885,stepper_y1,,20,,0,0.0,0.0,0.0,0.0,V
87.905,stepper_x,,20,,0,0.0,0.0,0.0,0.0,V
87.905,stepper_y,,20,,0,0.0,0.0,0.0,0.0,V
87.905,stepper_y1,,20,,0,0.0,0.0,0.0,0.0,V
87.925,stepper_x,,20,,0,0.0,0.0,0.0,0.0,V
87.925,stepper_y,,20,,0,0.0,0.0,0.0,0.0,V
87.925,stepper_y1,,20,,0,0.0,0.0,0.0,0.0,V
87.946,stepper_x,,20,,0,0.0,0.0,0.0,0.0,V
87.946,stepper_y,,20,,0,0.0,0.0,0.0,0.0,V
87.946,stepper_y1,,20,,0,0.0,0.0,0.0,0.0,V
87.966,stepper_x,,20,,0,0.0,0.0,0.0,0.0,V
87.966,stepper_y,,20,,0,0.0,0.0,0.0,0.0,V
87.966,stepper_y1,,20,,0,0.0,0.0,0.0,0.0,V
87.986,stepper_x,,20,,0,0.0,0.0,0.0,0.0,V
87.986,stepper_y,,20,,0,0.0,0.0,0.0,0.0,V
87.986,stepper_y1,,20,,0,0.0,0.0,0.0,0.0,V
88.007,stepper_x,,20,,0,0.0,0.0,0.0,0.0,V
88.007,stepper_y,,20,,0,0.0,0.0,0.0,0.0,V
88.007,stepper_y1,,20,,0,0.0,0.0,0.0,0.0,V
88.027,stepper_x,,20,,0,0.0,0.0,0.0,0.0,V
88.027,stepper_y,,20,,0,0.0,0.0,0.0,0.0,V
88.027,stepper_y1,,20,,0,0.0,0.0,0.0,0.0,V
88.048,stepper_x,,20,,0,0.0,0.0,0.0,0.0,V
88.048,stepper_y,,20,,0,0.0,0.0,0.0,0.0,V
88.048,stepper_y1,,20,,0,0.0,0.0,0.0,0.0,V
88.068,stepper_x,,20,,0,0.0,0.0,0.0,0.0,V
88.068,stepper_y,,20,,0,0.0,0.0,0.0,0.0,V
88.068,stepper_y1,,20,,0,0.0,0.0,0.0,0.0,V
88.088,stepper_x,,20,,0,0.0,0.0,0.0,0.0,V
88.088,stepper_y,,20,,0,0.0,0.0,0.0,0.0,V
88.088,stepper_y1,,20,,0,0.0,0.0,0.0,0.0,V
88.108,stepper_x,,20,,0,0.0,0.0,0.0,0.0,V
88.108,stepper_y,,20,,0,0.0,0.0,0.0,0.0,V
88.108,stepper_y1,,20,,0,0.0,0.0,0.0,0.0,V
88.129,stepper_x,,20,,0,0.0,0.0,0.0,0.0,V
88.129,stepper_y,,20,,0,0.0,0.0,0.0,0.0,V
88.129,stepper_y1,,20,,0,0.0,0.0,0.0,0.0,V
88.149,stepper_x,,20,,0,0.0,0.0,0.0,0.0,V
88.149,stepper_y,,20,,0,0.0,0.0,0.0,0.0,V
88.149,stepper_y1,,20,,0,0.0,0.0,0.0,0.0,V
88.169,stepper_x,,20,,0,0.0,0.0,0.0,0.0,V
88.169,stepper_y,,20,,0,0.0,0.0,0.0,0.0,V
88.169,stepper_y1,,20,,0,0.0,0.0,0.0,0.0,V
88.189,stepper_x,,20,,0,0.0,0.0,0.0,0.0,V
88.189,stepper_y,,20,,0,0.0,0.0,0.0,0.0,V
88.189,stepper_y1,,20,,0,0.0,0.0,0.0,0.0,V
88.209,stepper_x,,20,,0,0.0,0.0,0.0,0.0,V
88.209,stepper_y,,20,,0,0.0,0.0,0.0,0.0,V
88.209,stepper_y1,,20,,0,0.0,0.0,0.0,0.0,V
88.23,stepper_x,,20,,0,0.0,0.0,0.0,0.0,V
88.23,stepper_y,,20,,0,0.0,0.0,0.0,0.0,V
88.23,stepper_y1,,20,,0,0.0,0.0,0.0,0.0,V
88.25,stepper_x,,20,,0,0.0,0.0,0.0,0.0,V
88.25,stepper_y,,20,,0,0.0,0.0,0.0,0.0,V
88.25,stepper_y1,,20,,0,0.0,0.0,0.0,0.0,V
88.27,stepper_x,,20,,0,0.0,0.0,0.0,0.0,V
88.27,stepper_y,,20,,0,0.0,0.0,0.0,0.0,V
88.27,stepper_y1,,20,,0,0.0,0.0,0.0,0.0,V
88.291,stepper_x,,20,,0,0.0,0.0,0.0,0.0,V
88.291,stepper_y,,20,,0,0.0,0.0,0.0,0.0,V
88.291,stepper_y1,,20,,0,0.0,0.0,0.0,0.0,V
88.311,stepper_x,,20,,0,0.0,0.0,0.0,0.0,V
88.311,stepper_y,,20,,0,0.0,0.0,0.0,0.0,V
88.311,stepper_y1,,20,,0,0.0,0.0,0.0,0.0,V
88.332,stepper_x,,20,,0,0.0,0.0,0.0,0.0,V
88.332,stepper_y,,20,,0,0.0,0.0,0.0,0.0,V
88.332,stepper_y1,,20,,0,0.0,0.0,0.0,0.0,V
88.352,stepper_x,,20,,0,0.0,0.0,0.0,0.0,V
88.352,stepper_y,,20,,0,0.0,0.0,0.0,0.0,V
88.352,stepper_y1,,20,,0,0.0,0.0,0.0,0.0,V
88.372,stepper_x,,20,,0,0.0,0.0,0.0,0.0,V
88.372,stepper_y,,20,,0,0.0,0.0,0.0,0.0,V
88.372,stepper_y1,,20,,0,0.0,0.0,0.0,0.0,V
88.392,stepper_x,,20,,0,0.0,0.0,0.0,0.0,V
88.392,stepper_y,,20,,0,0.0,0.0,0.0,0.0,V
88.392,stepper_y1,,20,,0,0.0,0.0,0.0,0.0,V
88.412,stepper_x,,20,,0,0.0,0.0,0.0,0.0,V
88.412,stepper_y,,20,,0,0.0,0.0,0.0,0.0,V
88.412,stepper_y1,,20,,0,0.0,0.0,0.0,0.0,V
88.433,stepper_x,,20,,0,0.0,0.0,0.0,0.0,V
88.433,stepper_y,,20,,0,0.0,0.0,0.0,0.0,V
88.433,stepper_y1,,20,,0,0.0,0.0,0.0,0.0,V
88.453,stepper_x,,20,,0,0.0,0.0,0.0,0.0,V
88.453,stepper_y,,20,,0,0.0,0.0,0.0,0.0,V
88.453,stepper_y1,,20,,0,0.0,0.0,0.0,0.0,V
88.473,stepper_x,,20,,0,0.0,0.0,0.0,0.0,V
88.473,stepper_y,,20,,0,0.0,0.0,0.0,0.0,V
88.473,stepper_y1,,20,,0,0.0,0.0,0.0,0.0,V
88.493,stepper_x,,20,,0,0.0,0.0,0.0,0.0,V
88.493,stepper_y,,20,,0,0.0,0.0,0.0,0.0,V
88.493,stepper_y1,,20,,0,0.0,0.0,0.0,0.0,V
88.513,stepper_x,,20,,0,0.0,0.0,0.0,0.0,V
88.513,stepper_y,,20,,0,0.0,0.0,0.0,0.0,V
88.513,stepper_y1,,20,,0,0.0,0.0,0.0,0.0,V
88.533,stepper_x,,20,,0,0.0,0.0,0.0,0.0,V
88.533,stepper_y,,20,,0,0.0,0.0,0.0,0.0,V
88.533,stepper_y1,,20,,0,0.0,0.0,0.0,0.0,V
88.554,stepper_x,,20,,0,0.0,0.0,0.0,0.0,V
88.554,stepper_y,,20,,0,0.0,0.0,0.0,0.0,V
88.554,stepper_y1,,20,,0,0.0,0.0,0.0,0.0,V
88.574,stepper_x,,20,,0,0.0,0.0,0.0,0.0,V
88.574,stepper_y,,20,,0,0.0,0.0,0.0,0.0,V
88.574,stepper_y1,,20,,0,0.0,0.0,0.0,0.0,V
88.594,stepper_x,,20,,0,0.0,0.0,0.0,0.0,V
88.594,stepper_y,,20,,0,0.0,0.0,0.0,0.0,V
88.594,stepper_y1,,20,,0,0.0,0.0,0.0,0.0,V
88.614,stepper_x,,20,,0,0.0,0.0,0.0,0.0,V
88.614,stepper_y,,20,,0,0.0,0.0,0.0,0.0,V
88.614,stepper_y1,,20,,0,0.0,0.0,0.0,0.0,V
88.635,stepper_x,,20,,0,0.0,0.0,0.0,0.0,V
88.635,stepper_y,,20,,0,0.0,0.0,0.0,0.0,V
88.635,stepper_y1,,20,,0,0.0,0.0,0.0,0.0,V
88.655,stepper_x,,20,,0,0.0,0.0,0.0,0.0,V
88.655,stepper_y,,20,,0,0.0,0.0,0.0,0.0,V
88.655,stepper_y1,,20,,0,0.0,0.0,0.0,0.0,V
88.675,stepper_x,,20,,0,0.0,0.0,0.0,0.0,V
88.675,stepper_y,,20,,0,0.0,0.0,0.0,0.0,V
88.675,stepper_y1,,20,,0,0.0,0.0,0.0,0.0,V
88.695,stepper_x,,20,,0,0.0,0.0,0.0,0.0,V
88.695,stepper_y,,20,,0,0.0,0.0,0.0,0.0,V
88.695,stepper_y1,,20,,0,0.0,0.0,0.0,0.0,V
88.716,stepper_x,,20,,0,0.0,0.0,0.0,0.0,V
88.716,stepper_y,,20,,0,0.0,0.0,0.0,0.0,V
88.716,stepper_y1,,20,,0,0.0,0.0,0.0,0.0,V
88.736,stepper_x,,20,,0,0.0,0.0,0.0,0.0,V
88.736,stepper_y,,20,,0,0.0,0.0,0.0,0.0,V
88.736,stepper_y1,,20,,0,0.0,0.0,0.0,0.0,V
88.756,stepper_x,,20,,0,0.0,0.0,0.0,0.0,V
88.756,stepper_y,,20,,0,0.0,0.0,0.0,0.0,V
88.756,stepper_y1,,20,,0,0.0,0.0,0.0,0.0,V
88.777,stepper_x,,20,,0,0.0,0.0,0.0,0.0,V
88.777,stepper_y,,20,,0,0.0,0.0,0.0,0.0,V
88.777,stepper_y1,,20,,0,0.0,0.0,0.0,0.0,V
88.797,stepper_x,,20,,0,0.0,0.0,0.0,0.0,V
88.797,stepper_y,,20,,0,0.0,0.0,0.0,0.0,V
88.797,stepper_y1,,20,,0,0.0,0.0,0.0,0.0,V
88.818,stepper_x,,20,,0,0.0,0.0,0.0,0.0,V
88.818,stepper_y,,20,,0,0.0,0.0,0.0,0.0,V
88.818,stepper_y1,,20,,0,0.0,0.0,0.0,0.0,V
88.838,stepper_x,,20,,0,0.0,0.0,0.0,0.0,V
88.838,stepper_y,,20,,0,0.0,0.0,0.0,0.0,V
88.838,stepper_y1,,20,,0,0.0,0.0,0.0,0.0,V
88.858,stepper_x,,20,,0,0.0,0.0,0.0,0.0,V
88.858,stepper_y,,20,,0,0.0,0.0,0.0,0.0,V
88.858,stepper_y1,,20,,0,0.0,0.0,0.0,0.0,V
88.878,stepper_x,,20,,0,0.0,0.0,0.0,0.0,V
88.878,stepper_y,,20,,0,0.0,0.0,0.0,0.0,V
88.878,stepper_y1,,20,,0,0.0,0.0,0.0,0.0,V
88.898,stepper_x,,20,,0,0.0,0.0,0.0,0.0,V
88.898,stepper_y,,20,,0,0.0,0.0,0.0,0.0,V
88.898,stepper_y1,,20,,0,0.0,0.0,0.0,0.0,V
88.919,stepper_x,,20,,0,0.0,0.0,0.0,0.0,V
88.919,stepper_y,,20,,0,0.0,0.0,0.0,0.0,V
88.919,stepper_y1,,20,,0,0.0,0.0,0.0,0.0,V
88.939,stepper_x,,20,,0,0.0,0.0,0.0,0.0,V
88.939,stepper_y,,20,,0,0.0,0.0,0.0,0.0,V
88.939,stepper_y1,,20,,0,0.0,0.0,0.0,0.0,V
88.959,stepper_x,,20,,0,0.0,0.0,0.0,0.0,V
88.959,stepper_y,,20,,0,0.0,0.0,0.0,0.0,V
88.959,stepper_y1,,20,,0,0.0,0.0,0.0,0.0,V
88.979,stepper_x,,20,,0,0.0,0.0,0.0,0.0,V
88.979,stepper_y,,20,,0,0.0,0.0,0.0,0.0,V
88.979,stepper_y1,,20,,0,0.0,0.0,0.0,0.0,V
88.999,stepper_x,,20,,0,0.0,0.0,0.0,0.0,V
88.999,stepper_y,,20,,0,0.0,0.0,0.0,0.0,V
88.999,stepper_y1,,20,,0,0.0,0.0,0.0,0.0,V
89.02,stepper_x,,20,,0,0.0,0.0,0.0,0.0,V
89.02,stepper_y,,20,,0,0.0,0.0,0.0,0.0,V
89.02,stepper_y1,,20,,0,0.0,0.0,0.0,0.0,V
89.041,stepper_x,,20,,0,0.0,0.0,0.0,0.0,V
89.041,stepper_y,,20,,0,0.0,0.0,0.0,0.0,V
89.041,stepper_y1,,20,,0,0.0,0.0,0.0,0.0,V
89.061,stepper_x,,20,,0,0.0,0.0,0.0,0.0,V
89.061,stepper_y,,20,,0,0.0,0.0,0.0,0.0,V
89.061,stepper_y1,,20,,0,0.0,0.0,0.0,0.0,V
89.081,stepper_x,,20,,0,0.0,0.0,0.0,0.0,V
89.081,stepper_y,,20,,0,0.0,0.0,0.0,0.0,V
89.081,stepper_y1,,20,,0,0.0,0.0,0.0,0.0,V
89.101,stepper_x,,20,,0,0.0,0.0,0.0,0.0,V
89.101,stepper_y,,20,,0,0.0,0.0,0.0,0.0,V
89.101,stepper_y1,,20,,0,0.0,0.0,0.0,0.0,V
89.122,stepper_x,,20,,0,0.0,0.0,0.0,0.0,V
89.122,stepper_y,,20,,0,0.0,0.0,0.0,0.0,V
89.122,stepper_y1,,20,,0,0.0,0.0,0.0,0.0,V
89.142,stepper_x,,20,,0,0.0,0.0,0.0,0.0,V
89.142,stepper_y,,20,,0,0.0,0.0,0.0,0.0,V
89.142,stepper_y1,,20,,0,0.0,0.0,0.0,0.0,V
89.162,stepper_x,,20,,0,0.0,0.0,0.0,0.0,V
89.162,stepper_y,,20,,0,0.0,0.0,0.0,0.0,V
89.162,stepper_y1,,20,,0,0.0,0.0,0.0,0.0,V
89.182,stepper_x,,20,,0,0.0,0.0,0.0,0.0,V
89.182,stepper_y,,20,,0,0.0,0.0,0.0,0.0,V
89.182,stepper_y1,,20,,0,0.0,0.0,0.0,0.0,V
89.202,stepper_x,,20,,0,0.0,0.0,0.0,0.0,V
89.202,stepper_y,,20,,0,0.0,0.0,0.0,0.0,V
89.202,stepper_y1,,20,,0,0.0,0.0,0.0,0.0,V
89.223,stepper_x,,20,,0,0.0,0.0,0.0,0.0,V
89.223,stepper_y,,20,,0,0.0,0.0,0.0,0.0,V
89.223,stepper_y1,,20,,0,0.0,0.0,0.0,0.0,V
89.243,stepper_x,,20,,0,0.0,0.0,0.0,0.0,V
89.243,stepper_y,,20,,0,0.0,0.0,0.0,0.0,V
89.243,stepper_y1,,20,,0,0.0,0.0,0.0,0.0,V
89.263,stepper_x,,20,,0,0.0,0.0,0.0,0.0,V
89.263,stepper_y,,20,,0,0.0,0.0,0.0,0.0,V
89.263,stepper_y1,,20,,0,0.0,0.0,0.0,0.0,V
89.283,stepper_x,,20,,0,0.0,0.0,0.0,0.0,V
89.283,stepper_y,,20,,0,0.0,0.0,0.0,0.0,V
89.283,stepper_y1,,20,,0,0.0,0.0,0.0,0.0,V
89.303,stepper_x,,20,,0,0.0,0.0,0.0,0.0,V
89.303,stepper_y,,20,,0,0.0,0.0,0.0,0.0,V
89.303,stepper_y1,,20,,0,0.0,0.0,0.0,0.0,V
89.324,stepper_x,,20,,0,0.0,0.0,0.0,0.0,V
89.324,stepper_y,,20,,0,0.0,0.0,0.0,0.0,V
89.324,stepper_y1,,20,,0,0.0,0.0,0.0,0.0,V
89.344,stepper_x,,20,,0,0.0,0.0,0.0,0.0,V
89.344,stepper_y,,20,,0,0.0,0.0,0.0,0.0,V
89.344,stepper_y1,,20,,0,0.0,0.0,0.0,0.0,V
89.364,stepper_x,,20,,0,0.0,0.0,0.0,0.0,V
89.364,stepper_y,,20,,0,0.0,0.0,0.0,0.0,V
89.364,stepper_y1,,20,,0,0.0,0.0,0.0,0.0,V
89.384,stepper_x,,20,,0,0.0,0.0,0.0,0.0,V
89.384,stepper_y,,20,,0,0.0,0.0,0.0,0.0,V
89.384,stepper_y1,,20,,0,0.0,0.0,0.0,0.0,V
89.404,stepper_x,,20,,0,0.0,0.0,0.0,0.0,V
89.404,stepper_y,,20,,0,0.0,0.0,0.0,0.0,V
89.404,stepper_y1,,20,,0,0.0,0.0,0.0,0.0,V
89.425,stepper_x,,20,,0,0.0,0.0,0.0,0.0,V
89.425,stepper_y,,20,,0,0.0,0.0,0.0,0.0,V
89.425,stepper_y1,,20,,0,0.0,0.0,0.0,0.0,V
89.445,stepper_x,,20,,0,0.0,0.0,0.0,0.0,V
89.445,stepper_y,,20,,0,0.0,0.0,0.0,0.0,V
89.445,stepper_y1,,20,,0,0.0,0.0,0.0,0.0,V
89.465,stepper_x,,20,,0,0.0,0.0,0.0,0.0,V
89.465,stepper_y,,20,,0,0.0,0.0,0.0,0.0,V
89.465,stepper_y1,,20,,0,0.0,0.0,0.0,0.0,V
89.485,stepper_x,,20,,0,0.0,0.0,0.0,0.0,V
89.485,stepper_y,,20,,0,0.0,0.0,0.0,0.0,V
89.485,stepper_y1,,20,,0,0.0,0.0,0.0,0.0,V
89.505,stepper_x,,20,,0,0.0,0.0,0.0,0.0,V
89.505,stepper_y,,20,,0,0.0,0.0,0.0,0.0,V
89.505,stepper_y1,,20,,0,0.0,0.0,0.0,0.0,V
89.526,stepper_x,,20,,0,0.0,0.0,0.0,0.0,V
89.526,stepper_y,,20,,0,0.0,0.0,0.0,0.0,V
89.526,stepper_y1,,20,,0,0.0,0.0,0.0,0.0,V
89.546,stepper_x,,20,,0,0.0,0.0,0.0,0.0,V
89.546,stepper_y,,20,,0,0.0,0.0,0.0,0.0,V
89.546,stepper_y1,,20,,0,0.0,0.0,0.0,0.0,V
89.566,stepper_x,,20,,0,0.0,0.0,0.0,0.0,V
89.566,stepper_y,,20,,0,0.0,0.0,0.0,0.0,V
89.566,stepper_y1,,20,,0,0.0,0.0,0.0,0.0,V
89.586,stepper_x,,20,,0,0.0,0.0,0.0,0.0,V
89.586,stepper_y,,20,,0,0.0,0.0,0.0,0.0,V
89.586,stepper_y1,,20,,0,0.0,0.0,0.0,0.0,V
89.606,stepper_x,,20,,0,0.0,0.0,0.0,0.0,V
89.606,stepper_y,,20,,0,0.0,0.0,0.0,0.0,V
89.606,stepper_y1,,20,,0,0.0,0.0,0.0,0.0,V
89.627,stepper_x,,20,,0,0.0,0.0,0.0,0.0,V
89.627,stepper_y,,20,,0,0.0,0.0,0.0,0.0,V
89.627,stepper_y1,,20,,0,0.0,0.0,0.0,0.0,V
89.647,stepper_x,,20,,0,0.0,0.0,0.0,0.0,V
89.647,stepper_y,,20,,0,0.0,0.0,0.0,0.0,V
89.647,stepper_y1,,20,,0,0.0,0.0,0.0,0.0,V
89.667,stepper_x,,20,,0,0.0,0.0,0.0,0.0,V
89.667,stepper_y,,20,,0,0.0,0.0,0.0,0.0,V
89.667,stepper_y1,,20,,0,0.0,0.0,0.0,0.0,V
89.687,stepper_x,,20,,0,0.0,0.0,0.0,0.0,V
89.687,stepper_y,,20,,0,0.0,0.0,0.0,0.0,V
89.687,stepper_y1,,20,,0,0.0,0.0,0.0,0.0,V
89.707,stepper_x,,20,,0,0.0,0.0,0.0,0.0,V
89.707,stepper_y,,20,,0,0.0,0.0,0.0,0.0,V
89.707,stepper_y1,,20,,0,0.0,0.0,0.0,0.0,V
89.728,stepper_x,,20,,0,0.0,0.0,0.0,0.0,V
89.728,stepper_y,,20,,0,0.0,0.0,0.0,0.0,V
89.728,stepper_y1,,20,,0,0.0,0.0,0.0,0.0,V
89.748,stepper_x,,20,,0,0.0,0.0,0.0,0.0,V
89.748,stepper_y,,20,,0,0.0,0.0,0.0,0.0,V
89.748,stepper_y1,,20,,0,0.0,0.0,0.0,0.0,V
89.768,stepper_x,,20,,0,0.0,0.0,0.0,0.0,V
89.768,stepper_y,,20,,0,0.0,0.0,0.0,0.0,V
89.768,stepper_y1,,20,,0,0.0,0.0,0.0,0.0,V
89.788,stepper_x,,20,,0,0.0,0.0,0.0,0.0,V
89.788,stepper_y,,20,,0,0.0,0.0,0.0,0.0,V
89.788,stepper_y1,,20,,0,0.0,0.0,0.0,0.0,V
89.809,stepper_x,,20,,0,0.0,0.0,0.0,0.0,V
89.809,stepper_y,,20,,0,0.0,0.0,0.0,0.0,V
89.809,stepper_y1,,20,,0,0.0,0.0,0.0,0.0,V
89.829,stepper_x,,20,,0,0.0,0.0,0.0,0.0,V
89.829,stepper_y,,20,,0,0.0,0.0,0.0,0.0,V
89.829,stepper_y1,,20,,0,0.0,0.0,0.0,0.0,V
89.849,stepper_x,,20,,0,0.0,0.0,0.0,0.0,V
89.849,stepper_y,,20,,0,0.0,0.0,0.0,0.0,V
89.849,stepper_y1,,20,,0,0.0,0.0,0.0,0.0,V
89.869,stepper_x,,20,,0,0.0,0.0,0.0,0.0,V
89.869,stepper_y,,20,,0,0.0,0.0,0.0,0.0,V
